"sex","agegr","edu","socprof","marital","depress","trust","trustfam","trustneigh","income"
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1100
"FEMALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","SINGLE",12,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","35-44",NA,"EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","NO",NA
"FEMALE","16-24","SECONDARY","UNEMPLOYED","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",468
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"FEMALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO",600
"FEMALE","16-24","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",2200
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","16-24","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",900
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1200
"FEMALE","45-59","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",1650
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",900
"MALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","35-44","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","DE FACTO SEPARATED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",100
"MALE","65+","SECONDARY","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",2619
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"FEMALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","NO","NO",2400
"MALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",510
"FEMALE","35-44","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",5000
"FEMALE","45-59","SECONDARY","FARMER","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",0,NA,"YES","YES",2000
"MALE","65+","SECONDARY","RETIRED","MARRIED",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1300
"FEMALE","65+","PRIMARY/NO EDUCATION","UNEMPLOYED","WIDOWED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",1300
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000
"FEMALE","35-44","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",4,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",560
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","45-59","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",5,"ONE CAN`T BE TOO CAREFUL","NO","NO",1500
"FEMALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",5000
"FEMALE","35-44","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","25-34","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",8,"IT`S DIFFICULT TO TELL","YES","NO",NA
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES",3000
"FEMALE","35-44","POST-SECONDARY OR HIGHER","FARMER","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","YES",NA
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",2000
"FEMALE","25-34","SECONDARY",NA,NA,1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1800
"MALE","45-59","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",612
"FEMALE","65+","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"MALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","NO","NO",1500
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",700
"FEMALE","45-59","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1900
"FEMALE","25-34","SECONDARY","FARMER","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","DIVORCED",12,"ONE CAN`T BE TOO CAREFUL","NO","NO OPINION",1000
"MALE","65+","SECONDARY","RETIRED","MARRIED",7,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",2000
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",3500
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO",900
"FEMALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","SINGLE",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1270
"MALE","65+","SECONDARY","RETIRED","WIDOWED",18,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",2400
"MALE","25-34","SECONDARY","EMPLOYED IN PUBLIC SECTOR","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",1500
"FEMALE","25-34","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","60-64","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO",800
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"IT`S DIFFICULT TO TELL","YES","NO",NA
"FEMALE","45-59","SECONDARY","RETIRED","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",2400
"FEMALE","65+","SECONDARY","RETIRED","WIDOWED",12,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1900
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1245
"FEMALE","45-59","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",500
"FEMALE","45-59","SECONDARY","UNEMPLOYED","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO",NA
"MALE","35-44","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",12,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",1700
"FEMALE","60-64","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"MALE","35-44","PRIMARY/NO EDUCATION","UNEMPLOYED","SINGLE",6,"MOST PEOPLE CAN BE TRUSTED","YES","NO",500
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",1064
"MALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",760
"FEMALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",1200
"FEMALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1100
"FEMALE","45-59","SECONDARY","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",3000
"MALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","DE FACTO SEPARATED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO",1150
"MALE","65+","PRIMARY/NO EDUCATION","UNEMPLOYED","MARRIED",13,"IT`S DIFFICULT TO TELL","YES","YES",NA
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",6000
"MALE","60-64","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",6,"IT`S DIFFICULT TO TELL","YES","YES",NA
"MALE","65+","SECONDARY","RETIRED","MARRIED",6,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1200
"FEMALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2700
"FEMALE","35-44","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",800
"MALE","16-24","PRIMARY/NO EDUCATION","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1000
"FEMALE","35-44","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"MALE","25-34","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE","SINGLE",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"MALE","25-34","POST-SECONDARY OR HIGHER","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",NA,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1500
"MALE","35-44","VOCATIONAL/GRAMMAR",NA,"SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",500
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",940
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",1087
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"IT`S DIFFICULT TO TELL","YES","YES",NA
"FEMALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","WIDOWED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO",1600
"FEMALE","60-64","SECONDARY","RETIRED","WIDOWED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",915
"FEMALE","65+","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",1118
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1300
"FEMALE","35-44","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","DIVORCED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","60-64","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",1000
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",6500
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",1200
"MALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","60-64","POST-SECONDARY OR HIGHER","UNEMPLOYED","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",520
"MALE","16-24","PRIMARY/NO EDUCATION","PUPIL OR STUDENT","SINGLE",0,NA,"YES","YES",NA
"FEMALE","45-59","PRIMARY/NO EDUCATION","OTHER ECONOMICALLY INACTIVE","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO",750
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",2500
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",1700
"FEMALE","45-59","PRIMARY/NO EDUCATION","EMPLOYED IN PUBLIC SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","65+","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","WIDOWED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","DIVORCED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","45-59","SECONDARY","SELF-EMPLOYED","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2500
"MALE","65+","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"MALE","25-34","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",3500
"MALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","35-44","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",2,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",1000
"MALE","45-59","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED","MARRIED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES",1330
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","WIDOWED",3,"IT`S DIFFICULT TO TELL","YES","YES",2000
"MALE","35-44","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION",2500
"FEMALE","16-24","VOCATIONAL/GRAMMAR","UNEMPLOYED","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",NA
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES",1500
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","DIVORCED",0,"IT`S DIFFICULT TO TELL","NO","NO",1000
"FEMALE","16-24","VOCATIONAL/GRAMMAR","PUPIL OR STUDENT","SINGLE",4,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",NA
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"MALE","65+","PRIMARY/NO EDUCATION",NA,"MARRIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",14,"MOST PEOPLE CAN BE TRUSTED","YES","NO",1050
"FEMALE","16-24","SECONDARY","EMPLOYED IN PUBLIC SECTOR","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",500
"FEMALE","25-34","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE","SINGLE",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","60-64","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",3500
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",2,"ONE CAN`T BE TOO CAREFUL","YES","NO",1800
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","25-34","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",2000
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",10,"IT`S DIFFICULT TO TELL","YES","NO",2500
"FEMALE","35-44","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE","WIDOWED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"MALE","45-59","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES",3500
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","NO","NO",760
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"IT`S DIFFICULT TO TELL","YES","YES",1200
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",12,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",680
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"FEMALE","45-59","VOCATIONAL/GRAMMAR","FARMER","MARRIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES",700
"MALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",2500
"MALE","35-44","VOCATIONAL/GRAMMAR","FARMER","MARRIED",1,"IT`S DIFFICULT TO TELL","YES","YES",1600
"MALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"FEMALE","45-59","SECONDARY","OTHER ECONOMICALLY INACTIVE","MARRIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES",800
"MALE","65+","SECONDARY","LONG-TERM SICK/DISABLED","MARRIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES",630
"MALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",1800
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO",4500
"FEMALE","25-34","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","WIDOWED",9,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",NA
"FEMALE","60-64","PRIMARY/NO EDUCATION","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES",600
"MALE","25-34","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",2000
"FEMALE","35-44","VOCATIONAL/GRAMMAR",NA,"MARRIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES",300
"MALE","65+","PRIMARY/NO EDUCATION","LONG-TERM SICK/DISABLED","MARRIED",14,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",900
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"FEMALE","25-34","VOCATIONAL/GRAMMAR","UNEMPLOYED","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO",2000
"FEMALE","35-44","SECONDARY","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",1500
"MALE","65+","VOCATIONAL/GRAMMAR","RETIRED","WIDOWED",15,"ONE CAN`T BE TOO CAREFUL","YES","YES",1400
"FEMALE","35-44","POST-SECONDARY OR HIGHER","RETIRED","MARRIED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION",2200
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES",670
"MALE","65+","PRIMARY/NO EDUCATION","FARMER","MARRIED",21,"IT`S DIFFICULT TO TELL","YES","YES",600
"FEMALE","60-64","SECONDARY","RETIRED","SINGLE",9,"IT`S DIFFICULT TO TELL","YES","NO OPINION",900
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","WIDOWED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES",900
"FEMALE","25-34","SECONDARY","UNEMPLOYED","SINGLE",NA,"IT`S DIFFICULT TO TELL","NO OPINION","NO",700
"MALE","16-24","SECONDARY","PUPIL OR STUDENT","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",NA
"MALE","65+","PRIMARY/NO EDUCATION","FARMER","MARRIED",13,"ONE CAN`T BE TOO CAREFUL","YES","YES",2550
"FEMALE","35-44","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR","MARRIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",1000
"FEMALE","65+","PRIMARY/NO EDUCATION","RETIRED","MARRIED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES",NA
"FEMALE","45-59","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"IT`S DIFFICULT TO TELL","NO OPINION","NO OPINION",1500
"FEMALE","25-34","SECONDARY","EMPLOYED IN PRIVATE SECTOR","SINGLE",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES",1118
"FEMALE","25-34","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE","MARRIED",0,"MOST PEOPLE CAN BE TRUSTED","NO OPINION","NO OPINION",NA
"FEMALE","25-34","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR","MARRIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",4500
"MALE","45-59","VOCATIONAL/GRAMMAR","RETIRED","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES",1000
"MALE","65+","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED","MARRIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES",600
"FEMALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",0,"IT`S DIFFICULT TO TELL","YES","NO OPINION",1200
"MALE","45-59","SECONDARY","EMPLOYED IN PRIVATE SECTOR","MARRIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO",1200
"FEMALE","65+","SECONDARY","RETIRED","MARRIED",14,"ONE CAN`T BE TOO CAREFUL","YES","YES",3600
